sk_id_curr,amt_credit,amt_goods_price,credit_agency_1_rating,credit_agency_2_rating,credit_agency_3_rating,days_credit,days_credit_enddate,remaining_installment,buro_avg_amt_instalment,buro_max_amt_instalment,occupation_type,organization_type,code_gender,days_birth,days_id_publish,customer_since,annual_income,days_employed,name_contract_type,target
1001373,445086.0,333000.0,0.752338,0.617423,0.368969,-827.8,-380.2,7.2,22034.1,75587.5,Laborers,XNA,F,22123,5472,1971,120000,365243,Cash loans,0
1001374,518562.0,463500.0,0.0,0.351718,0.563835,-920.1,-627.7,3.5,14103.2,26941.7,Laborers,XNA,F,21951,3065,3046,140000,365243,Cash loans,0
1001375,450000.0,450000.0,0.0,0.520928,0.802745,-1899.25,-1350.25,3.66667,47574.5,446443.0,Laborers,Self-employed,M,12358,4837,6506,160000,3163,Cash loans,0
1001376,107820.0,90000.0,0.190024,0.265312,0.0,0.0,0.0,5.0,11102.2,11115.0,Sales staff,Trade: type 2,F,11238,3708,214,180000,382,Cash loans,1
1001377,604413.0,459000.0,0.0,0.36375,0.533482,-1350.33,-865.0,10.4444,15457.5,15900.2,Drivers,Business Entity Type 3,M,14194,3969,8231,200000,4714,Cash loans,0
1001378,675000.0,675000.0,0.0,0.77433,0.782608,-1271.67,4745.0,0.0,0.0,0.0,High skill tech staff,Bank,M,14959,4613,8781,220000,6585,Revolving loans,0
1001379,657702.0,549000.0,0.0,0.10892,0.563835,-752.111,-69.7778,4.58824,8824.75,20158.9,Laborers,XNA,F,20468,3982,1244,240000,365243,Cash loans,0
1001380,427869.0,387000.0,0.0,0.688075,0.712155,-1159.67,-403.333,1.39286,7744.53,7755.71,Laborers,XNA,F,20080,3362,1295,260000,365243,Cash loans,0
1001381,543038.0,463500.0,0.0,0.629149,0.0,0.0,0.0,17.1923,51745.2,450000.0,Drivers,Self-employed,M,15782,4099,1446,280000,3268,Cash loans,0
1001382,302207.0,229500.0,0.0,0.265312,0.768808,-2293.2,-1271.4,13.5,7395.48,7395.48,Laborers,XNA,F,23014,4337,9225,300000,365243,Cash loans,0
1001383,754740.0,630000.0,0.0,0.619255,0.793449,-1143.0,-931.0,10.4783,27795.5,165586.0,Cooking staff,Business Entity Type 3,F,17596,1157,4474,320000,2584,Cash loans,0
1001384,755190.0,675000.0,0.0,0.0500332,0.4171,-326.143,-127.286,3.0,18427.7,29692.8,Laborers,Business Entity Type 3,F,14039,4712,3583,340000,759,Cash loans,0
1001385,779688.0,630000.0,0.0,0.434746,0.638044,-1074.0,-1615.0,2.91667,10131.6,16741.5,Laborers,Business Entity Type 3,F,10507,823,10497,360000,267,Cash loans,0
1001386,808650.0,675000.0,0.0,0.59136,0.58499,-838.143,-568.286,7.68,15662.9,19151.5,Managers,Trade: type 7,M,21112,2246,2246,380000,2490,Cash loans,0
1001387,104256.0,90000.0,0.505587,0.669251,0.713631,-1630.5,-1099.5,12.9474,8584.83,49274.4,Managers,Postal,F,16391,5174,8594,400000,9799,Cash loans,0
1001388,647046.0,463500.0,0.54389,0.691696,0.526295,-1066.08,4842.38,10.5,42012.1,736716.0,Accountants,Housing,F,11499,3789,1872,420000,3893,Cash loans,0
1001389,508496.0,454500.0,0.0,0.514999,0.761026,-1384.0,-928.0,4.66667,4193.75,18304.0,Accountants,Kindergarten,F,19418,2959,11123,440000,379,Cash loans,0
1001390,271067.0,234000.0,0.559436,0.746966,0.624615,-1514.0,5144.8,9.7957,9735.52,12830.2,Accountants,Transport: type 4,F,10793,199,5155,460000,448,Cash loans,0
1001391,1006920.0,900000.0,0.11283,0.316812,0.28518,-544.5,181.0,13.28,14624.3,15652.6,Laborers,Industry: type 5,M,12183,3965,744,480000,1351,Cash loans,0
1001392,270000.0,270000.0,0.0,0.46519,0.65126,-1135.0,-629.875,6.46667,5813.15,17140.0,Laborers,Business Entity Type 3,M,12507,5020,5020,500000,2790,Revolving loans,0
1001393,302207.0,229500.0,0.348199,0.781265,0.432962,-282.0,995.0,11.5714,20204.2,90499.9,Laborers,Self-employed,M,13533,589,1881,520000,665,Cash loans,0
1001394,630000.0,630000.0,0.77015,0.754272,0.0,0.0,0.0,3.0,5451.6,42750.0,Laborers,Business Entity Type 3,M,19946,3400,7017,540000,1603,Cash loans,0
1001395,405000.0,405000.0,0.0,0.586012,0.567379,-1407.67,-1350.0,5.08333,3045.07,9632.07,Drivers,Self-employed,M,21313,1036,3816,560000,289,Cash loans,0
1001396,745119.0,666000.0,0.0,0.616363,0.612704,-488.0,337.5,3.26667,6616.69,9337.18,Laborers,XNA,F,22891,4263,6120,580000,365243,Cash loans,0
1001397,130320.0,112500.0,0.0,0.784853,0.848244,-1390.4,-1181.2,5.5,7187.67,7194.6,Laborers,XNA,M,22637,4878,9322,600000,365243,Cash loans,0
1001398,900000.0,900000.0,0.214962,0.631122,0.0,-944.0,167.0,8.5,16228.8,24343.2,IT staff,Business Entity Type 3,M,10719,3382,5292,620000,106,Cash loans,0
1001399,508496.0,454500.0,0.712588,0.367513,0.567379,-1156.75,2815.67,7.0,6624.81,6626.65,Core staff,Kindergarten,F,14862,4040,3953,640000,3078,Cash loans,0
1001400,180000.0,180000.0,0.432905,0.662254,0.647977,-673.0,-307.0,4.11765,7803.59,8327.16,Core staff,Self-employed,F,9796,815,807,660000,941,Revolving loans,0
1001401,161730.0,135000.0,0.0,0.138324,0.472253,-1334.67,1526.0,10.7937,17252.7,177675.0,Laborers,Other,F,17377,928,332,680000,3085,Cash loans,0
1001402,582768.0,540000.0,0.591849,0.652363,0.18849,-1100.71,-357.471,0.0,0.0,0.0,Cooking staff,Restaurant,F,14371,5010,1100,100000,841,Cash loans,0
1001403,675000.0,675000.0,0.233602,0.741421,0.100152,-1200.0,39.6667,18.0,45097.8,617255.0,Drivers,Housing,M,15753,4554,5273,120000,2882,Cash loans,1
1001404,810000.0,810000.0,0.876193,0.712451,0.0,0.0,0.0,8.0,13496.9,13496.9,Realty agents,Business Entity Type 3,F,18405,1923,55,140000,1660,Revolving loans,0
1001405,619965.0,517500.0,0.0,0.435391,0.576209,-594.6,1879.25,8.4,14006.8,77698.6,Drivers,Business Entity Type 3,F,13243,2049,1729,160000,577,Cash loans,0
1001406,71955.0,67500.0,0.0,0.656448,0.0,0.0,0.0,4.58333,3472.35,3472.74,Laborers,XNA,M,20247,3634,5104,180000,365243,Cash loans,0
1001407,1350000.0,1350000.0,0.0,0.333308,0.710674,-2154.86,-1542.17,11.0333,36036.8,462488.0,Laborers,Business Entity Type 3,M,15597,4921,4825,200000,1997,Cash loans,0
1001408,1078200.0,900000.0,0.637118,0.66452,0.438281,-1106.0,316.667,29.0476,83680.1,1063520.0,Laborers,Other,F,11449,2993,794,220000,668,Cash loans,0
1001409,477176.0,459000.0,0.822391,0.758211,0.397946,-1036.0,-453.75,4.95,16565.0,34703.8,Laborers,Other,F,22265,4341,12377,240000,13143,Cash loans,0
1001410,1113840.0,900000.0,0.793123,0.732799,0.612704,-1038.18,-744.5,16.9286,82401.4,944711.0,Laborers,Business Entity Type 3,F,19651,3201,3422,260000,2157,Cash loans,0
1001411,900000.0,900000.0,0.0,0.231927,0.759712,-1312.2,-638.6,4.61538,20010.3,29059.0,Sales staff,Self-employed,F,17547,1093,8976,280000,1573,Cash loans,0
1001412,948582.0,679500.0,0.0,0.710997,0.609276,-922.875,3297.38,7.33333,16821.2,34457.5,Laborers,XNA,F,20350,3704,9878,300000,365243,Cash loans,0
1001413,474048.0,360000.0,0.473328,0.656291,0.681706,-959.429,365.8,4.57895,38656.6,443280.0,Laborers,Business Entity Type 2,F,13070,2638,608,320000,5256,Cash loans,0
1001414,545040.0,450000.0,0.575023,0.680178,0.531686,-2000.24,-481.235,7.42308,64270.2,1146530.0,Laborers,Business Entity Type 3,M,13346,3114,2380,340000,923,Cash loans,0
1001415,381528.0,315000.0,0.0,0.31339,0.0,0.0,0.0,19.0,13253.4,610816.0,Laborers,XNA,F,21670,4910,8037,360000,365243,Cash loans,0
1001416,625536.0,540000.0,0.488017,0.691868,0.591977,-687.2,6444.4,12.4324,36034.6,395006.0,Core staff,Other,F,14090,6079,5554,380000,813,Cash loans,0
1001417,270000.0,270000.0,0.167799,0.495541,0.0,-91.0,5402.0,7.31818,22773.0,26978.4,Sales staff,Self-employed,F,9090,1769,1658,400000,598,Revolving loans,0
1001418,106974.0,94500.0,0.451775,0.426265,0.780144,-1453.0,-707.167,8.4,19435.6,52414.6,Laborers,Industry: type 9,F,15863,4189,1865,420000,7183,Cash loans,0
1001419,814500.0,814500.0,0.0,0.42212,0.0,0.0,0.0,7.19565,11831.2,45166.8,Laborers,Industry: type 3,F,16934,431,2125,440000,1124,Cash loans,0
1001420,508496.0,454500.0,0.336191,0.684029,0.47585,-1642.0,-727.0,3.0,10618.5,10618.9,Core staff,Kindergarten,M,11331,2691,1981,460000,158,Cash loans,0
1001421,327024.0,270000.0,0.0,0.657838,0.0,-152.0,91.0,7.11538,5780.47,123264.0,Sales staff,Self-employed,F,15873,4808,9329,100000,183,Cash loans,0
1001422,1260700.0,1129500.0,0.0,0.565413,0.581484,-448.0,787.0,8.14286,7583.46,23001.2,Laborers,XNA,F,19705,3150,727,120000,365243,Cash loans,0
1001423,237204.0,198000.0,0.481495,0.634815,0.672243,-340.0,-161.0,5.73913,10366.5,151064.0,Laborers,Business Entity Type 3,M,8159,623,7423,140000,787,Cash loans,0
1001424,1125000.0,1125000.0,0.460836,0.686834,0.526295,-1149.77,-3.91667,3.475,8013.7,43879.2,Laborers,Business Entity Type 1,M,14937,4632,840,160000,2478,Cash loans,0
1001425,252000.0,252000.0,0.612874,0.670938,0.391055,-1594.5,-853.0,5.85714,10686.2,91835.1,Laborers,Business Entity Type 2,M,16970,519,2200,180000,9516,Cash loans,0
1001426,254700.0,225000.0,0.334554,0.402901,0.320163,-804.0,15740.0,6.09434,14959.8,63329.3,High skill tech staff,Business Entity Type 3,M,9142,1805,4016,200000,746,Cash loans,0
1001427,540000.0,540000.0,0.0,0.677136,0.785052,-2421.0,8931.33,7.5,8995.77,8995.77,Sales staff,Trade: type 5,F,18516,2057,9092,220000,474,Revolving loans,0
1001428,495000.0,495000.0,0.0,0.102473,0.403142,-933.385,866.154,7.875,18868.7,55922.1,Laborers,Industry: type 9,M,13387,4747,635,240000,1250,Cash loans,0
1001429,1125000.0,1125000.0,0.0,0.704169,0.681706,-1496.33,-911.889,5.72727,13164.3,29976.5,Managers,Other,F,15307,5937,2348,260000,497,Cash loans,0
1001430,405000.0,405000.0,0.499919,0.736359,0.374021,-873.556,2563.67,11.8571,35087.3,130446.0,Medicine staff,Other,F,17057,602,11143,280000,4704,Revolving loans,0
1001431,133529.0,121500.0,0.326941,0.35959,0.0,0.0,0.0,7.0,4100.09,5503.27,Sales staff,Self-employed,F,9575,2265,1023,300000,617,Cash loans,0
1001432,906228.0,810000.0,0.0,0.227997,0.0,0.0,0.0,6.0,14846.6,14851.0,Accountants,Business Entity Type 3,F,10031,1972,4564,320000,3074,Cash loans,0
1001433,180000.0,180000.0,0.0,0.49717,0.0833642,-1270.32,-368.789,11.2562,18751.6,538513.0,Laborers,Business Entity Type 3,F,15113,1216,9191,340000,757,Revolving loans,0
1001434,1076250.0,990000.0,0.0,0.211527,0.410103,-956.444,3120.88,7.9,20509.5,120843.0,Managers,Postal,F,13747,4337,3371,360000,2510,Cash loans,0
1001435,728460.0,675000.0,0.0,0.660888,0.0,0.0,0.0,0.0,0.0,0.0,Laborers,XNA,F,24693,4029,12735,380000,365243,Cash loans,0
1001436,900000.0,900000.0,0.733178,0.596371,0.270707,-1310.5,-127.75,14.2286,34124.2,341901.0,Laborers,XNA,F,21601,4019,7210,400000,365243,Cash loans,0
1001437,508496.0,454500.0,0.559961,0.532081,0.298595,-606.625,150.429,5.4,12897.8,22945.6,High skill tech staff,Business Entity Type 3,F,19453,2984,6051,420000,2242,Cash loans,0
1001438,450000.0,450000.0,0.0,0.549787,0.0,-1858.0,-31.0,0.0,0.0,0.0,Sales staff,Business Entity Type 3,F,11532,4145,10124,440000,2062,Cash loans,0
1001439,730017.0,652500.0,0.0,0.461324,0.0,0.0,0.0,20.0,10939.4,10939.4,0,0,M,20026,1647,11200,460000,365243,Cash loans,0
1001440,450000.0,450000.0,0.0,0.298208,0.747663,-834.25,-894.333,4.61905,11662.7,12684.9,Laborers,XNA,F,21468,4717,1403,480000,365243,Cash loans,0
1001441,1288350.0,1125000.0,0.0,0.509732,0.835777,-2479.0,-652.0,6.8,40949.0,127421.0,Laborers,Industry: type 11,M,19765,3324,11965,500000,1067,Cash loans,0
1001442,1252280.0,1093500.0,0.0,0.611865,0.0,0.0,0.0,15.0,76203.5,918826.0,Private service staff,Self-employed,F,16791,335,9121,520000,3081,Cash loans,0
1001443,1006920.0,900000.0,0.542013,0.708601,0.450747,-916.4,7948.25,10.3333,15660.7,94996.8,Managers,Postal,F,16578,134,9270,540000,8356,Cash loans,0
1001444,855000.0,855000.0,0.823391,0.725143,0.368969,-843.6,260.4,12.9302,18515.2,730438.0,Managers,Transport: type 4,F,12718,4991,1582,560000,834,Cash loans,0
1001445,1100710.0,1012500.0,0.0,0.0828911,0.0,0.0,0.0,2.58333,13151.6,128173.0,Managers,Self-employed,M,12087,3496,311,580000,1171,Cash loans,0
1001446,2250000.0,2250000.0,0.0,0.632332,0.675413,-1481.27,-917.7,1.01515,18337.4,109855.0,Sales staff,Self-employed,F,13374,2890,4890,600000,1563,Cash loans,0
1001447,1288350.0,1125000.0,0.576873,0.466801,0.681706,-1420.0,-286.0,2.5,37124.9,37125.7,Sales staff,Self-employed,F,18088,1638,7743,620000,2027,Cash loans,0
1001448,942300.0,675000.0,0.600701,0.616363,0.334454,-809.583,1177.4,10.7347,44275.4,679604.0,Private service staff,Services,F,13398,4301,3011,640000,240,Cash loans,0
1001449,1125000.0,1125000.0,0.0,0.258414,0.517297,-720.556,466.778,5.05556,15896.1,85671.4,Drivers,Industry: type 3,F,15811,4570,8279,660000,4044,Cash loans,0
1001450,270000.0,270000.0,0.0,0.273246,0.232725,-1146.83,2748.32,3.0,29247.3,50570.5,Managers,Business Entity Type 3,M,17188,728,5678,680000,3203,Revolving loans,1
1001451,2013840.0,1800000.0,0.0,0.666039,0.832785,-1678.5,1259.5,17.0098,20317.6,412005.0,Laborers,XNA,F,23602,4883,4881,100000,365243,Cash loans,0
1001452,254700.0,225000.0,0.0,0.652304,0.733815,-985.333,600.833,13.0196,23253.1,242892.0,Laborers,XNA,F,24138,3952,15926,120000,365243,Cash loans,0
1001453,270000.0,270000.0,0.363413,0.6667,0.700184,-696.333,-462.0,8.13333,15153.9,58338.7,Low-skill Laborers,Other,M,14849,4459,948,140000,1281,Cash loans,0
1001454,753840.0,540000.0,0.172253,0.562757,0.152866,-2419.56,2342.75,6.69231,3527.89,6016.1,Laborers,Military,M,14639,4718,411,160000,2547,Cash loans,0
1001455,225000.0,225000.0,0.0,0.33175,0.67383,-1466.0,-277.625,5.08333,6109.46,6117.12,Laborers,School,F,19636,3140,3981,180000,4787,Cash loans,0
1001456,254700.0,225000.0,0.221991,0.763842,0.616122,-1622.0,58.0,3.0,10899.5,10905.4,Core staff,Hotel,F,15168,2864,9213,200000,417,Cash loans,0
1001457,697500.0,697500.0,0.401445,0.52352,0.4171,-535.0,1685.5,8.76786,7586.04,27915.1,Managers,Business Entity Type 3,M,12557,4113,291,220000,358,Cash loans,0
1001458,314100.0,225000.0,0.609881,0.450124,0.28813,-553.0,-188.5,0.0,4023.0,11025.0,Sales staff,Self-employed,F,14894,1965,1965,240000,1005,Cash loans,0
1001459,1133750.0,990000.0,0.0,0.49617,0.766234,-1387.5,-300.5,0.0,0.0,0.0,Laborers,Business Entity Type 3,M,19971,3506,9669,260000,405,Cash loans,0
1001460,1436850.0,1125000.0,0.0,0.713189,0.382502,-787.5,414.6,18.8125,40673.2,1311400.0,Private service staff,Services,F,17150,680,651,280000,1137,Cash loans,0
1001461,640080.0,450000.0,0.504259,0.53152,0.310818,-679.5,129.4,7.76316,9797.77,13596.1,Laborers,Self-employed,F,13960,1885,986,300000,2319,Cash loans,0
1001462,450000.0,450000.0,0.680758,0.412422,0.624615,-1353.6,-909.4,7.0,9690.53,9695.21,Laborers,XNA,F,21363,4910,7274,320000,365243,Cash loans,0
1001463,385749.0,333000.0,0.384693,0.672457,0.749022,-2214.0,-1117.0,23.4118,12723.5,20745.3,Laborers,Medicine,M,16835,384,2739,340000,5109,Cash loans,1
1001464,545040.0,450000.0,0.597865,0.682088,0.697147,-1140.25,-873.25,6.6,141390.0,345378.0,Cooking staff,Self-employed,F,11893,3622,67,360000,915,Cash loans,0
1001465,447768.0,405000.0,0.0,0.0787494,0.0,0.0,0.0,6.41667,5385.66,10558.5,Laborers,Self-employed,M,9207,1667,3311,380000,1252,Cash loans,1
1001466,273636.0,247500.0,0.770816,0.650278,0.619528,-688.5,30.0,6.75,41869.0,120680.0,Laborers,Business Entity Type 1,F,18910,880,7617,400000,771,Cash loans,0
1001467,203760.0,180000.0,0.0,0.388783,0.768808,-1271.67,-484.0,5.94595,56851.4,649872.0,Managers,Business Entity Type 3,M,12458,1417,10532,420000,997,Cash loans,0
1001468,943425.0,787500.0,0.0,0.641349,0.0,0.0,0.0,8.0,9649.75,9649.75,Sales staff,Other,F,17805,1345,8386,440000,6245,Cash loans,0
1001469,135000.0,135000.0,0.237254,0.270126,0.0,0.0,0.0,17.0,6285.56,6285.56,Medicine staff,Medicine,F,7979,609,4865,460000,1130,Revolving loans,0
1001470,339242.0,238500.0,0.0,0.69614,0.662638,-538.4,1033.6,5.53846,3068.39,3069.45,Cooking staff,Transport: type 1,F,16273,2047,6992,100000,2362,Cash loans,0
1001471,450000.0,450000.0,0.401953,0.407877,0.122955,-1030.0,-756.0,5.23077,3789.29,3790.22,Private service staff,Services,F,13840,857,3467,120000,2067,Cash loans,1
1001472,348264.0,315000.0,0.0,0.664715,0.700184,-1846.0,-1105.6,0.0,0.0,0.0,Drivers,Military,M,14985,3141,615,140000,7203,Cash loans,0
1001473,191880.0,180000.0,0.0,0.715211,0.0,0.0,0.0,8.13793,36969.1,157960.0,Medicine staff,Medicine,F,17121,663,4617,160000,6914,Cash loans,0
1001474,344043.0,297000.0,0.0,0.723396,0.401407,-353.8,45.8,10.9048,24153.0,225000.0,Laborers,XNA,F,23496,1320,13634,180000,365243,Cash loans,0
1001475,450000.0,450000.0,0.0867866,0.763996,0.434733,-728.667,-294.5,6.0,15038.3,15040.9,Managers,Military,M,12364,4339,6375,200000,3881,Cash loans,0
1001476,326664.0,234000.0,0.0,0.0572165,0.0,0.0,0.0,8.0,8749.44,8749.44,Sales staff,Business Entity Type 3,M,8031,599,2882,220000,561,Cash loans,0
1001477,781920.0,675000.0,0.6324,0.777875,0.28813,-1151.04,-547.261,3.27273,23059.8,49138.6,Managers,Business Entity Type 3,F,13343,4879,1222,240000,3770,Cash loans,0
1001478,454500.0,454500.0,0.438693,0.631208,0.0,0.0,0.0,6.71429,16339.0,49745.6,Sales staff,Self-employed,F,15354,4218,5649,260000,578,Cash loans,0
1001479,1293500.0,1129500.0,0.518526,0.63821,0.706205,-1248.5,9938.33,6.17391,9197.38,48741.8,High skill tech staff,Industry: type 3,M,16499,52,7495,280000,5345,Cash loans,0
1001480,225000.0,225000.0,0.0,0.711922,0.740799,-1470.75,121.167,16.3906,24290.6,271038.0,Managers,Electricity,M,13988,4640,783,300000,5368,Revolving loans,0
1001481,808650.0,675000.0,0.735859,0.621423,0.232725,-1132.13,-1016.0,10.7333,5155.09,25601.8,Medicine staff,Government,F,13989,4396,8130,320000,7122,Cash loans,0
1001482,621000.0,621000.0,0.0,0.533545,0.329655,-172.0,1226.5,4.5,26700.5,26700.5,Laborers,Business Entity Type 3,F,18857,2393,7913,340000,723,Cash loans,0
1001483,225000.0,225000.0,0.0,0.094889,0.691021,-904.0,-708.0,8.14286,8877.41,27028.1,Laborers,XNA,F,21791,2814,14767,360000,365243,Revolving loans,0
1001484,364896.0,315000.0,0.0,0.312065,0.0,-385.0,1337.0,6.33333,9775.25,142785.0,Laborers,Business Entity Type 1,M,13159,4777,7753,380000,123,Cash loans,0
1001485,808650.0,675000.0,0.0,0.380713,0.4171,-1028.42,-785.583,6.0,10303.0,10312.8,Laborers,XNA,F,23621,4405,12965,400000,365243,Cash loans,0
1001486,180000.0,180000.0,0.0,0.362577,0.0,-2707.0,-890.0,3.4,8240.67,8240.67,Laborers,Business Entity Type 3,M,13969,5013,6774,420000,2301,Revolving loans,0
1001487,450000.0,450000.0,0.704114,0.641872,0.773896,-1230.5,-956.0,13.973,13338.1,213518.0,Accountants,Industry: type 12,F,17965,1514,12094,440000,1046,Revolving loans,0
1001488,225000.0,225000.0,0.717706,0.488392,0.28518,-726.625,1478.25,6.83333,13052.4,450945.0,Laborers,XNA,F,21040,4312,2319,460000,365243,Cash loans,0
1001489,269550.0,225000.0,0.0,0.290622,0.336062,-1230.53,-524.8,5.66667,9058.03,25957.3,Laborers,XNA,F,22484,4720,10986,480000,365243,Cash loans,0
1001490,521280.0,450000.0,0.0,0.66244,0.843544,-2258.0,-1926.0,4.0,3616.76,6454.44,Laborers,XNA,F,15702,4497,8984,500000,365243,Cash loans,0
1001491,288873.0,238500.0,0.0,0.656394,0.707699,-1521.0,-363.667,2.0,12438.9,54592.5,Sales staff,Self-employed,F,15789,3987,8715,520000,2188,Cash loans,0
1001492,143910.0,135000.0,0.707701,0.657345,0.0,0.0,0.0,11.6444,13213.8,18033.1,Laborers,Security Ministries,F,18561,2063,3674,540000,2348,Cash loans,0
1001493,389484.0,279000.0,0.0,0.340931,0.656158,-1009.25,-506.5,5.58333,10026.3,11340.1,Laborers,Transport: type 2,M,11628,4006,5179,560000,4347,Cash loans,0
1001494,315000.0,315000.0,0.447795,0.594274,0.583238,-1627.57,-315.286,4.61538,4901.59,11561.1,Core staff,School,F,11247,3757,2798,580000,358,Cash loans,0
1001495,225000.0,225000.0,0.746391,0.549847,0.785052,-1475.86,-565.286,5.51515,8086.89,17523.7,Core staff,Government,F,18047,1404,3077,600000,732,Cash loans,0
1001496,913181.0,823500.0,0.594241,0.589536,0.0,-1489.0,-1111.0,12.1714,28799.0,282223.0,Low-skill Laborers,Business Entity Type 3,F,12657,5321,1523,620000,2855,Cash loans,0
1001497,703728.0,607500.0,0.0,0.596729,0.614414,-1422.0,-584.0,19.875,21594.0,26434.6,High skill tech staff,Business Entity Type 3,F,20796,4268,3331,640000,4723,Cash loans,0
1001498,416052.0,292500.0,0.0,0.625279,0.0,0.0,0.0,3.6,4679.73,9450.0,Sales staff,Trade: type 7,F,21122,4610,13458,660000,3201,Cash loans,0
1001499,420719.0,319500.0,0.483157,0.71369,0.298595,-1001.29,-610.0,4.64706,6569.61,23568.1,Laborers,Security Ministries,F,9868,2533,4459,680000,2606,Cash loans,0
1001500,225000.0,225000.0,0.0,0.04479,0.0,-666.5,293.5,10.2143,11052.0,43186.1,Core staff,Self-employed,M,20149,3542,4737,100000,214,Cash loans,0
1001501,168102.0,148500.0,0.0,0.73655,0.819318,-1259.5,-1093.5,7.06897,21430.1,151920.0,Laborers,Business Entity Type 2,M,18206,1679,9493,120000,199,Cash loans,0
1001502,729000.0,729000.0,0.67576,0.543729,0.667458,-1267.2,-551.4,33.3778,29370.3,36517.0,Laborers,XNA,M,20687,4159,568,140000,365243,Cash loans,0
1001503,331920.0,225000.0,0.809586,0.584494,0.382502,-1021.69,2410.83,15.9375,19152.1,113440.0,Laborers,XNA,F,21692,4936,7603,160000,365243,Cash loans,0
1001504,180000.0,180000.0,0.0,0.652924,0.45611,-1948.0,-793.5,0.0,0.0,0.0,Laborers,Business Entity Type 3,M,13633,4971,3,180000,5536,Revolving loans,0
1001505,1080000.0,1080000.0,0.0,0.666019,0.151935,-1025.8,708.0,5.31818,15478.6,102694.0,Core staff,Kindergarten,F,16636,181,4397,200000,7679,Cash loans,0
1001506,479975.0,364500.0,0.0,0.638871,0.368969,-964.5,-173.0,8.80645,5852.55,15889.0,Cooking staff,Business Entity Type 1,F,22885,4782,70,220000,2769,Cash loans,0
1001507,119925.0,112500.0,0.0,0.715701,0.0,0.0,0.0,5.5,17549.9,17551.4,Laborers,XNA,F,22856,4639,11227,240000,365243,Cash loans,1
1001508,135000.0,135000.0,0.165035,0.233755,0.513694,-1293.33,3940.15,4.72727,4373.02,40500.0,Medicine staff,Other,F,14153,4871,190,260000,180,Cash loans,0
1001509,315000.0,315000.0,0.582297,0.391254,0.234015,-1633.57,-555.0,12.3333,19376.7,27580.3,Laborers,Business Entity Type 3,M,14867,4389,8147,280000,1719,Revolving loans,0
1001510,202500.0,202500.0,0.0,0.268869,0.58499,-1559.9,-994.889,13.7463,25890.3,44565.6,Laborers,Industry: type 1,M,17150,701,8666,300000,819,Revolving loans,0
1001511,454500.0,454500.0,0.0,0.259808,0.591977,-634.5,156.5,13.9677,13679.7,51052.9,Laborers,Government,F,19914,3070,1023,320000,8164,Cash loans,0
1001512,573408.0,495000.0,0.311245,0.426527,0.0651096,-976.938,174.25,6.12,3085.89,12352.7,High skill tech staff,Medicine,M,15855,4470,4048,340000,4030,Cash loans,0
1001513,1125000.0,1125000.0,0.0,0.78319,0.67383,-1060.33,-571.667,4.58333,19177.8,63862.4,Managers,Trade: type 3,F,15397,4269,4053,360000,630,Cash loans,0
1001514,948582.0,679500.0,0.0,0.668452,0.617826,-1326.88,-572.667,30.4426,16644.8,431960.0,Laborers,Business Entity Type 1,F,16419,4587,7199,380000,1505,Cash loans,0
1001515,1046140.0,913500.0,0.208177,0.514458,0.583238,-1765.27,-734.0,0.0,0.0,0.0,Sales staff,Self-employed,F,13177,4937,2401,400000,1264,Cash loans,0
1001516,208512.0,180000.0,0.0,0.0682985,0.0,0.0,0.0,3.16667,6960.73,23489.9,Laborers,Business Entity Type 3,M,8220,775,1374,420000,1336,Cash loans,0
1001517,157500.0,157500.0,0.648779,0.443714,0.358951,-1017.31,-271.267,8.03226,30243.0,612429.0,Accountants,Self-employed,F,10900,2790,278,440000,848,Revolving loans,0
1001518,90000.0,90000.0,0.252273,0.382509,0.0,0.0,0.0,7.5,13738.1,45662.6,Core staff,Police,M,8350,868,5298,460000,508,Cash loans,0
1001519,360000.0,360000.0,0.0,0.438765,0.0,-1290.5,-804.0,2.8,4561.44,4565.56,Drivers,Business Entity Type 3,M,19563,3057,4657,100000,2693,Cash loans,0
1001520,269550.0,225000.0,0.0,0.0,0.795803,-1182.0,666.0,13.2857,92626.8,382174.0,Drivers,Transport: type 4,M,18896,2447,4387,120000,460,Cash loans,0
1001521,315000.0,315000.0,0.264338,0.497361,0.0,-865.0,-681.0,2.5,8262.29,33750.0,Private service staff,Self-employed,F,12451,1229,1848,140000,3078,Cash loans,0
1001522,582228.0,486000.0,0.0,0.656749,0.554947,-2585.0,-2462.0,5.93333,8620.81,9109.49,Laborers,XNA,F,17479,1015,10234,160000,365243,Cash loans,0
1001523,495000.0,495000.0,0.0,0.740527,0.479449,-597.667,2773.6,24.9583,36583.1,45509.6,Cleaning staff,Construction,F,19458,2995,7517,180000,8306,Cash loans,0
1001524,940500.0,940500.0,0.291973,0.708713,0.0,-571.0,433.5,8.97674,10713.5,54450.0,Managers,Business Entity Type 3,F,11123,3440,4621,200000,2154,Cash loans,0
1001525,284256.0,270000.0,0.0,0.651912,0.46866,-313.0,330.0,5.68889,16396.9,30249.3,Sales staff,Business Entity Type 3,F,13723,4699,7802,220000,2092,Cash loans,0
1001526,95940.0,90000.0,0.0,0.376828,0.301625,-495.5,17.0,9.67273,13834.3,19602.4,Laborers,Business Entity Type 1,F,12912,4514,7062,240000,4533,Cash loans,0
